"Jahr","Kanton (-) / Bezirk (>>) / Gemeinde (......)","Haushaltsgrösse - Total","1 Person","2 Personen","3 Personen","4 Personen","5 Personen","6 oder mehr Personen"
"2023","......5684 Rossenges",88,16,34,15,12,5,6
"2023","......5688 Syens",165,21,40,21,32,45,6
"2023","......5690 Villars-le-Comte",135,16,40,24,16,20,19
"2023","......5692 Vucherens",634,76,144,129,168,60,57
"2023","......5785 Corcelles-le-Jorat",499,76,144,78,112,70,19
"2023","......5798 Ropraz",531,75,146,78,176,50,6
"2023","......5803 Vulliens",645,68,170,102,196,90,19
"2023","......5812 Champtauroz",187,14,40,27,48,30,28
"2023","......5813 Chevroux",524,60,150,99,164,45,6
"2023","......5816 Corcelles-près-Payerne",2895,401,720,597,644,275,258
"2023","......5817 Grandcour",1002,147,228,174,284,105,64
"2023","......5819 Henniez",447,57,104,48,108,80,50
"2023","......5821 Missy",373,49,94,66,72,60,32
"2023","......5822 Payerne",10482,1832,2518,1941,2312,1225,654
"2023","......5827 Trey",311,45,80,54,64,55,13
"2023","......5828 Treytorrens (Payerne)",108,15,36,12,40,5,0
"2023","......5830 Villarzel",523,57,126,84,148,60,48
"2023","......5831 Valbroye",3337,453,906,594,784,370,230
"2023",">> District du Gros-de-Vaud",47680,5548,12464,9414,13820,4555,1879
"2023","......5471 Bettens",644,73,176,138,196,25,36
"2023","......5472 Bournens",518,51,126,129,156,50,6
"2023","......5473 Boussens",1023,73,260,249,324,105,12
"2023","......5480 Daillens",1060,115,270,219,332,70,54
"2023","......5487 Lussery-Villars",473,71,142,111,104,45,0
"2023","......5489 Mex (VD)",814,91,254,195,184,50,40
"2023","......5495 Penthalaz",3132,469,916,624,808,200,115
"2023","......5496 Penthaz",1892,214,454,369,672,125,58
"2023","......5501 Sullens",1193,112,328,216,420,90,27
"2023","......5503 Vufflens-la-Ville",1327,159,316,294,440,100,18
"2023","......5511 Assens",1686,189,408,387,504,140,58
"2023","......5512 Bercher",1295,143,346,246,348,165,47
"2023","......5514 Bottens",1359,134,364,306,372,135,48
"2023","......5515 Bretigny-sur-Morrens",892,119,240,177,284,60,12
"2023","......5516 Cugy (VD)",2697,321,672,480,768,345,111
"2023","......5518 Echallens",6510,891,1690,1233,1772,625,299
"2023","......5520 Essertines-sur-Yverdon",1103,95,308,198,344,105,53
"2023","......5521 Etagnières",1172,141,302,234,320,95,80
"2023","......5522 Fey",761,63,182,144,248,100,24
"2023","......5523 Froideville",2721,327,688,549,760,265,132
"2023","......5527 Morrens (VD)",1142,117,292,207,360,105,61
"2023","......5529 Oulens-sous-Echallens",596,62,184,120,168,55,7
"2023","......5530 Pailly",575,51,142,90,176,60,56
"2023","......5531 Penthéréaz",438,41,126,93,136,30,12
"2023","......5533 Poliez-Pittet",872,97,232,147,284,75,37
"2023","......5534 Rueyres",302,31,82,27,80,55,27
"2023","......5535 Saint-Barthélemy (VD)",777,55,220,147,244,80,31
"2023","......5537 Villars-le-Terroir",1292,135,334,267,380,140,36
"2023","......5539 Vuarrens",1080,93,220,213,332,180,42
"2023","......5540 Montilliez",1891,216,564,399,508,160,44
"2023","......5541 Goumoëns",1164,119,264,198,388,155,40
"2023","......5661 Boulens",378,48,108,60,120,30,12
"2023","......5680 Ogens",331,24,96,66,84,30,31
"2023","......5693 Montanaire",2824,390,672,534,752,335,141
"2023","......5804 Jorat-Menthue",1555,194,444,312,412,140,53
"2023","......5923 Oppens",191,24,42,36,40,30,19
"2023",">> District du Jura-Nord vaudois",94771,16296,25782,17217,22344,8915,4217
"2023","......5551 Bonvillars",524,48,174,108,128,60,6
"2023","......5552 Bullet",669,120,258,60,140,55,36
"2023","......5553 Champagne",1069,141,236,246,332,90,24
"2023","......5554 Concise",992,146,278,219,260,70,19
"2023","......5555 Corcelles-près-Concise",400,47,124,69,100,45,15
"2023","......5556 Fiez",436,50,114,72,168,20,12
"2023","......5557 Fontaines-sur-Grandson",199,26,46,45,52,30,0
"2023","......5559 Giez",454,56,114,111,124,30,19
"2023","......5560 Grandevent",236,23,76,45,48,25,19
"2023","......5561 Grandson",3295,597,934,636,732,275,121
"2023","......5562 Mauborget",134,26,54,24,20,10,0
"2023","......5563 Mutrux",145,18,38,21,40,15,13
"2023","......5564 Novalles",102,10,32,18,32,10,0
"2023","......5565 Onnens (VD)",497,57,148,120,120,40,12
"2023","......5566 Provence",405,85,128,63,80,35,14
"2023","......5568 Sainte-Croix",4892,1443,1408,636,792,355,258
"2023","......5571 Tévenon",840,114,246,177,196,80,27
"2023","......5741 L'Abergement",267,26,76,45,68,40,12
"2023","......5742 Agiez",380,44,104,42,112,40,38
"2023","......5743 Arnex-sur-Orbe",662,79,192,144,168,60,19
"2023","......5744 Ballaigues",1145,192,312,219,252,120,50
"2023","......5745 Baulmes",1144,188,316,201,316,105,18
"2023","......5746 Bavois",1036,157,278,246,272,70,13
"2023","......5747 Bofflens",194,25,64,33,60,0,12
"2023","......5748 Bretonnières",259,29,70,33,84,25,18
"2023","......5749 Chavornay",5380,731,1320,1008,1476,615,230
"2023","......5750 Les Clées",192,19,74,45,32,10,12
"2023","......5752 Croy",375,70,110,75,92,15,13
"2023","......5754 Juriens",351,44,130,63,76,20,18
"2023","......5755 Lignerolle",462,43,118,78,96,60,67
"2023","......5756 Montcherand",492,55,124,108,148,45,12
"2023","......5757 Orbe",7755,1338,2000,1521,1980,610,306
"2023","......5758 La Praz",198,18,64,39,44,25,8
"2023","......5759 Premier",233,36,62,45,64,20,6
"2023","......5760 Rances",520,50,150,126,148,40,6
"2023","......5761 Romainmôtier-Envy",566,87,172,123,116,40,28
"2023","......5762 Sergey",137,19,36,33,24,25,0
"2023","......5763 Valeyres-sous-Rances",583,54,178,123,180,35,13
"2023","......5764 Vallorbe",4080,821,1068,741,744,445,261
"2023","......5765 Vaulion",482,87,160,63,84,55,33
"2023","......5766 Vuiteboeuf",584,76,144,120,168,45,31
"2023","......5871 L'Abbaye",1516,297,538,195,288,125,73
"2023","......5872 Le Chenit",4666,960,1348,816,916,405,221
"2023","......5873 Le Lieu",906,167,256,162,200,85,36
"2023","......5902 Belmont-sur-Yverdon",443,51,102,105,160,25,0
"2023","......5903 Bioley-Magnoux",252,28,76,21,72,30,25
"2023","......5904 Chamblon",559,65,186,111,172,25,0
"2023","......5905 Champvent",730,62,198,141,208,90,31
"2023","......5907 Chavannes-le-Chêne",318,57,110,39,60,40,12
"2023","......5908 Chêne-Pâquier",175,14,42,21,56,35,7
"2023","......5909 Cheseaux-Noréaz",736,42,192,141,284,40,37
"2023","......5910 Cronay",419,48,128,78,112,35,18
"2023","......5911 Cuarny",242,34,56,48,84,20,0
"2023","......5912 Démoret",160,13,62,30,8,40,7
"2023","......5913 Donneloye",916,95,224,165,240,110,82
"2023","......5914 Ependes (VD)",388,46,102,87,108,45,0
"2023","......5919 Mathod",707,95,186,111,196,65,54
"2023","......5921 Molondin",282,29,84,30,76,45,18
"2023","......5922 Montagny-près-Yverdon",762,81,194,135,228,90,34
"2023","......5924 Orges",416,47,114,69,128,30,28
"2023","......5925 Orzens",214,28,70,60,36,20,0
"2023","......5926 Pomy",876,61,212,159,300,125,19
"2023","......5928 Rovray",198,20,64,27,32,55,0
"2023","......5929 Suchy",668,59,148,135,228,65,33
"2023","......5930 Suscévaz",217,25,52,27,60,40,13
"2023","......5931 Treycovagnes",518,55,128,87,168,40,40
"2023","......5932 Ursins",234,22,68,54,44,30,16
"2023","......5933 Valeyres-sous-Montagny",703,90,218,132,196,25,42
"2023","......5934 Valeyres-sous-Ursins",236,31,68,36,72,5,24
"2023","......5935 Villars-Epeney",100,11,22,30,16,15,6
"2023","......5937 Vugelles-La Mothe",151,19,30,33,28,25,16
"2023","......5938 Yverdon-les-Bains",29831,5786,7866,5349,6528,2915,1387
"2023","......5939 Yvonand",3466,563,908,639,872,365,119
"2023",">> District de Lausanne",169075,38982,44874,31581,34260,13540,5838
"2023","......5582 Cheseaux-sur-Lausanne",4800,709,1438,1050,1120,370,113
"2023","......5584 Epalinges",9843,1503,2380,1851,2792,1035,282
"2023","......5585 Jouxtens-Mézery",1493,96,380,303,476,175,63
"2023","......5586 Lausanne",139819,35094,37444,25572,26188,10675,4846
"2023","......5587 Le Mont-sur-Lausanne",9176,981,2106,1956,2712,970,451
"2023","......5592 Romanel-sur-Lausanne",3944,599,1126,849,972,315,83
"2023",">> District de Lavaux-Oron",64220,9973,17722,12843,16100,5490,2092
"2023","......5581 Belmont-sur-Lausanne",3893,418,1074,822,1152,275,152
"2023","......5588 Paudex",1533,312,442,306,344,105,24
"2023","......5590 Pully",18954,3458,5284,3933,4372,1430,477
"2023","......5601 Chexbres",2160,412,562,438,464,190,94
"2023","......5604 Forel (Lavaux)",2064,290,586,399,552,180,57
"2023","......5606 Lutry",10534,1683,2956,2088,2628,850,329
"2023","......5607 Puidoux",3000,414,794,624,712,295,161
"2023","......5609 Rivaz",326,50,118,57,76,25,0
"2023","......5610 Saint-Saphorin (Lavaux)",387,51,110,81,96,30,19
"2023","......5611 Savigny",3385,391,980,630,952,360,72
"2023","......5613 Bourg-en-Lavaux",5372,784,1546,1071,1380,450,141
"2023","......5790 Maracon",567,72,158,129,128,60,20
"2023","......5792 Montpreveyres",639,83,150,114,196,70,26
"2023","......5799 Servion",2160,234,532,459,648,220,67
"2023","......5805 Oron",6087,862,1584,1155,1544,620,322
"2023","......5806 Jorat-Mézières",3159,459,846,537,856,330,131
"2023",">> District de Morges",86773,12566,23532,17829,21856,7910,3080
"2023","......5422 Aubonne",3775,509,962,771,952,350,231
"2023","......5423 Ballens",571,56,164,111,180,40,20
"2023","......5424 Berolle",304,29,50,84,80,40,21
"2023","......5425 Bière",1711,276,440,363,428,135,69
"2023","......5426 Bougy-Villars",510,42,166,114,116,35,37
"2023","......5427 Féchy",867,91,214,180,248,110,24
"2023","......5428 Gimel",2382,339,544,501,596,300,102
"2023","......5431 Mollens (VD)",322,34,94,54,76,35,29
"2023","......5435 Saint-Livres",694,90,198,180,144,50,32
"2023","......5436 Saint-Oyens",448,37,106,87,188,30,0
"2023","......5437 Saubraz",447,39,76,102,152,60,18
"2023","......5474 La Chaux (Cossonay)",431,57,90,117,80,65,22
"2023","......5475 Chavannes-le-Veyron",157,12,36,27,36,40,6
"2023","......5476 Chevilly",336,37,78,78,112,25,6
"2023","......5477 Cossonay",4756,753,1326,900,1232,395,150
"2023","......5479 Cuarnens",541,62,160,87,168,40,24
"2023","......5481 Dizy",237,21,60,48,60,35,13
"2023","......5482 Eclépens",1174,136,316,243,328,95,56
"2023","......5483 Ferreyres",319,28,106,57,76,45,7
"2023","......5484 Gollion",1072,147,328,228,220,90,59
"2023","......5485 Grancy",546,61,96,129,148,100,12
"2023","......5486 L'Isle",1085,163,304,201,244,140,33
"2023","......5488 Mauraz",64,4,10,15,24,5,6
"2023","......5490 Moiry",293,36,100,48,44,40,25
"2023","......5491 Mont-la-Ville",494,50,140,81,156,55,12
"2023","......5492 Montricher",960,140,280,216,208,90,26
"2023","......5493 Orny",480,49,124,108,148,45,6
"2023","......5497 Pompaples",823,132,214,156,200,85,36
"2023","......5498 La Sarraz",2568,385,662,528,636,240,117
"2023","......5499 Senarclens",476,56,110,114,140,50,6
"2023","......5621 Aclens",577,67,152,102,168,50,38
"2023","......5622 Bremblens",607,48,160,111,200,70,18
"2023","......5623 Buchillon",687,75,188,123,172,95,34
"2023","......5628 Chigny",422,28,88,66,156,65,19
"2023","......5629 Clarmont",216,44,50,48,48,10,16
"2023","......5631 Denens",743,73,216,141,200,80,33
"2023","......5632 Denges",1816,247,446,390,500,180,53
"2023","......5633 Echandens",2676,439,812,519,604,220,82
"2023","......5634 Echichens",3062,311,820,648,864,345,74
"2023","......5636 Etoy",2773,339,646,726,776,250,36
"2023","......5637 Lavigny",982,72,228,219,340,90,33
"2023","......5638 Lonay",2554,306,634,552,772,190,100
"2023","......5639 Lully (VD)",824,69,194,177,224,135,25
"2023","......5640 Lussy-sur-Morges",713,58,170,147,228,80,30
"2023","......5642 Morges",17386,3612,5362,3444,3380,1145,443
"2023","......5643 Préverenges",5208,828,1442,1089,1268,430,151
"2023","......5645 Romanel-sur-Morges",460,36,154,114,108,35,13
"2023","......5646 Saint-Prex",5857,849,1536,1224,1580,475,193
"2023","......5649 Tolochenaz",1919,267,504,399,512,150,87
"2023","......5650 Vaux-sur-Morges",182,15,38,54,40,15,20
"2023","......5652 Villars-sous-Yens",607,74,166,90,184,60,33
"2023","......5653 Vufflens-le-Château",882,71,216,150,280,110,55
"2023","......5654 Vullierens",568,68,176,117,132,55,20
"2023","......5655 Yens",1475,159,346,333,392,170,75
"2023","......5656 Hautemorges",4304,492,1086,849,1204,505,168
"2023","......5851 Allaman",430,48,148,69,104,35,26
"2023",">> District de Nyon",105549,13509,26702,21873,29460,10060,3945
"2023","......5429 Longirod",535,71,124,123,144,55,18
"2023","......5430 Marchissy",503,66,120,84,172,55,6
"2023","......5434 Saint-George",1044,129,292,225,268,100,30
"2023","......5701 Arnex-sur-Nyon",242,33,60,60,64,25,0
"2023","......5702 Arzier-Le Muids",2945,254,736,612,1012,270,61
"2023","......5703 Bassins",1483,147,344,339,428,170,55
"2023","......5704 Begnins",1967,281,578,366,508,180,54
"2023","......5705 Bogis-Bossey",978,67,186,168,376,150,31
"2023","......5706 Borex",1129,137,266,228,352,110,36
"2023","......5707 Chavannes-de-Bogis",1382,108,336,327,424,140,47
"2023","......5708 Chavannes-des-Bois",1014,54,136,282,368,135,39
"2023","......5709 Chéserex",1270,163,360,246,300,145,56
"2023","......5710 Coinsins",522,61,158,114,156,15,18
"2023","......5711 Commugny",2960,221,604,477,1020,455,183
"2023","......5712 Coppet",3155,372,708,621,1060,310,84
"2023","......5713 Crans (VD)",2420,237,562,468,812,280,61
"2023","......5714 Crassier",1263,94,270,258,440,155,46
"2023","......5715 Duillier",1113,112,248,282,356,85,30
"2023","......5716 Eysins",1735,178,454,420,480,160,43
"2023","......5717 Founex",3760,296,760,759,1272,450,223
"2023","......5718 Genolier",2005,165,520,417,628,220,55
"2023","......5719 Gingins",1264,140,318,282,340,125,59
"2023","......5720 Givrins",1014,86,314,219,272,105,18
"2023","......5721 Gland",13880,1820,3634,3111,3756,1135,424
"2023","......5722 Grens",389,34,82,96,136,35,6
"2023","......5723 Mies",2127,181,390,375,712,265,204
"2023","......5724 Nyon",22809,4235,6242,4599,5184,1800,749
"2023","......5725 Prangins",4260,513,1084,906,1180,380,197
"2023","......5726 La Rippe",1191,117,278,276,388,95,37
"2023","......5727 Saint-Cergue",2880,546,756,630,636,210,102
"2023","......5728 Signy-Avenex",601,57,146,108,156,80,54
"2023","......5729 Tannay",1686,120,406,303,508,240,109
"2023","......5730 Trélex",1446,119,326,297,500,180,24
"2023","......5731 Le Vaud",1402,111,350,276,404,200,61
"2023","......5732 Vich",1173,142,330,201,320,125,55
"2023","......5852 Bursinel",520,45,138,105,152,50,30
"2023","......5853 Bursins",793,104,222,171,220,50,26
"2023","......5854 Burtigny",379,45,98,57,84,50,45
"2023","......5855 Dully",620,51,160,144,172,65,28
"2023","......5856 Essertines-sur-Rolle",741,69,162,126,232,75,77
"2023","......5857 Gilly",1447,185,402,306,380,140,34
"2023","......5858 Luins",620,86,178,90,168,60,38
"2023","......5859 Mont-sur-Rolle",2713,299,628,570,824,280,112
"2023","......5860 Perroy",1597,187,440,315,428,150,77
"2023","......5861 Rolle",5955,900,1632,1287,1492,465,179
"2023","......5862 Tartegnin",237,23,58,60,64,20,12
"2023","......5863 Vinzel",380,48,106,87,112,15,12
"2023",">> District de l'Ouest lausannois",79245,14394,20870,15756,17996,6820,3409
"2023","......5583 Crissier",8850,1385,2202,1737,2256,865,405
"2023","......5589 Prilly",12338,2837,3366,2475,2468,840,352
"2023","......5591 Renens (VD)",21179,4160,5536,4065,4440,1960,1018
"2023","......5624 Bussigny",10563,1583,2980,2223,2588,840,349
"2023","......5627 Chavannes-près-Renens",8375,1418,2054,1698,1908,840,457
"2023","......5635 Ecublens (VD)",12058,2000,3118,2454,2796,1090,600
"2023","......5648 Saint-Sulpice (VD)",4908,933,1332,939,1232,300,172
"2023","......5651 Villars-Sainte-Croix",974,78,282,165,308,85,56
"2023",">> District de la Riviera-Pays-d'Enhaut",86103,17483,24554,16248,17832,6910,3076
"2023","......5841 Château-d'Oex",3521,696,976,567,732,310,240
"2023","......5842 Rossinière",507,75,152,81,96,45,58
"2023","......5843 Rougemont",795,192,268,129,96,55,55
"2023","......5882 Chardonne",3102,529,1002,651,632,210,78
"2023","......5883 Corseaux",2302,366,798,420,520,135,63
"2023","......5884 Corsier-sur-Vevey",3399,624,966,687,696,285,141
"2023","......5885 Jongny",1894,218,590,402,476,190,18
"2023","......5886 Montreux",25159,5873,7196,4527,4512,2100,951
"2023","......5889 La Tour-de-Peilz",12526,2473,3532,2460,2704,1010,347
"2023","......5890 Vevey",19845,4725,5548,3801,3696,1335,740
"2023","......5891 Veytaux",995,271,318,156,136,60,54
"2023","......5892 Blonay - Saint-Légier",12058,1441,3208,2367,3536,1175,331
"2023","- Valais / Wallis",358827,63581,104566,64617,79836,32365,13862
"2023",">> Bezirk Brig",28168,4817,8916,4341,6472,2590,1032
"2023","......6002 Brig-Glis",13618,2563,4240,2193,2964,1110,548
"2023","......6004 Eggerberg",317,73,136,36,36,30,6
"2023","......6007 Naters",10468,1747,3454,1503,2424,980,360
"2023","......6008 Ried-Brig",2233,254,650,366,656,270,37
"2023","......6009 Simplon",277,38,98,33,68,40,0
"2023","......6010 Termen",1178,118,308,192,324,155,81
"2023","......6011 Zwischbergen",77,24,30,18,0,5,0
"2023",">> District de Conthey",30358,4637,8606,5730,7200,2810,1375
"2023","......6021 Ardon",3620,517,926,726,940,370,141
"2023","......6022 Chamoson",4242,737,1320,723,1000,320,142
"2023","......6023 Conthey",8982,1331,2502,1719,2032,880,518
"2023","......6024 Nendaz",6989,1237,2190,1251,1552,485,274
"2023","......6025 Vétroz",6525,815,1668,1311,1676,755,300
"2023",">> District d'Entremont",15985,2896,4504,2739,3324,1750,772
"2023","......6032 Bourg-Saint-Pierre",199,38,62,42,28,20,9
"2023","......6033 Liddes",745,119,246,99,164,75,42
"2023","......6034 Orsières",3248,571,814,549,624,395,295
"2023","......6035 Sembrancher",1077,219,274,198,212,125,49
"2023","......6037 Val de Bagnes",10716,1949,3108,1851,2296,1135,377
"2023",">> Bezirk Goms",4344,842,1562,648,804,370,118
"2023","......6052 Bellwald",348,75,120,66,48,20,19
"2023","......6054 Binn",115,20,40,9,20,20,6
"2023","......6056 Ernen",539,109,232,60,88,50,0
"2023","......6057 Fiesch",893,175,316,171,148,70,13
"2023","......6058 Fieschertal",358,50,100,42,108,40,18
"2023","......6061 Lax",333,64,100,45,40,65,19
"2023","......6076 Obergoms",625,128,232,81,124,35,25
"2023","......6077 Goms",1133,221,422,174,228,70,18
"2023",">> District d'Hérens",11207,2247,3622,1752,2456,825,305
"2023","......6082 Ayent",4270,764,1284,717,1036,340,129
"2023","......6083 Evolène",1643,401,548,258,376,60,0
"2023","......6084 Hérémence",1446,270,560,198,272,110,36
"2023","......6087 Saint-Martin (VS)",815,178,274,105,140,75,43
"2023","......6089 Vex",1901,354,552,297,464,170,64
"2023","......6090 Mont-Noble",1132,280,404,177,168,70,33
"2023",">> Bezirk Leuk",13112,2282,4416,2052,2752,1130,480
"2023","......6101 Agarn",717,109,232,120,164,60,32
"2023","......6102 Albinen",260,60,102,39,32,20,7
"2023","......6104 Ergisch",178,36,76,18,36,5,7
"2023","......6109 Inden",111,33,42,15,8,0,13
"2023","......6110 Leuk",4229,681,1370,642,952,420,164
"2023","......6111 Leukerbad",1373,355,484,222,180,85,47
"2023","......6112 Oberems",135,33,32,21,24,25,0
"2023","......6113 Salgesch",1677,240,534,261,436,150,56
"2023","......6116 Varen",681,120,232,117,144,35,33
"2023","......6117 Guttet-Feschel",433,82,140,75,84,40,12
"2023","......6118 Gampel-Bratsch",2138,357,766,327,460,175,53
"2023","......6119 Turtmann-Unterems",1180,176,406,195,232,115,56
"2023",">> District de Martigny",51720,9402,14536,9606,11416,4730,2030
"2023","......6131 Bovernier",916,145,292,153,224,90,12
"2023","......6133 Fully",9088,1447,2486,1692,2304,855,304
"2023","......6134 Isérables",801,165,214,138,172,80,32
"2023","......6135 Leytron",3305,607,1154,573,684,235,52
"2023","......6136 Martigny",21437,4271,5916,4074,4256,2010,910
"2023","......6137 Martigny-Combe",2330,470,706,381,548,175,50
"2023","......6139 Riddes",3616,565,1066,666,820,315,184
"2023","......6140 Saillon",3051,474,790,609,792,280,106
"2023","......6141 Saxon",7019,1234,1862,1290,1584,675,374
"2023","......6142 Trient",157,24,50,30,32,15,6
"2023",">> District de Monthey",49361,7890,13340,9732,11520,4550,2329
"2023","......6151 Champéry",1382,350,476,180,220,135,21
"2023","......6152 Collombey-Muraz",9827,1230,2408,2085,2712,945,447
"2023","......6153 Monthey",18626,3134,4906,3756,4132,1680,1018
"2023","......6154 Port-Valais",4061,617,1262,795,856,345,186
"2023","......6155 Saint-Gingolph",948,192,284,195,172,80,25
"2023","......6156 Troistorrents",4945,781,1466,936,1060,490,212
"2023","......6157 Val-d'Illiez",2119,386,620,351,544,160,58
"2023","......6158 Vionnaz",2914,489,814,561,620,325,105
"2023","......6159 Vouvry",4539,711,1104,873,1204,390,257
"2023",">> Bezirk Raron",11303,1711,3608,1911,2656,1090,327
"2023","......6172 Bister",38,8,10,12,8,0,0
"2023","......6173 Bitsch",1112,130,330,201,304,135,12
"2023","......6177 Grengiols",416,49,138,78,76,50,25
"2023","......6181 Riederalp",431,73,126,81,104,35,12
"2023","......6191 Ausserberg",627,88,186,132,144,65,12
"2023","......6192 Blatten",303,46,104,36,76,35,6
"2023","......6193 Bürchen",758,127,296,123,140,60,12
"2023","......6194 Eischoll",450,68,184,72,88,25,13
"2023","......6195 Ferden",249,41,92,33,68,15,0
"2023","......6197 Kippel",325,53,92,72,88,20,0
"2023","......6198 Niedergesteln",739,93,212,147,212,60,15
"2023","......6199 Raron",1972,278,584,291,468,230,121
"2023","......6201 Unterbäch",478,82,176,84,92,30,14
"2023","......6202 Wiler (Lötschen)",532,76,132,72,132,105,15
"2023","......6203 Mörel-Filet",729,106,240,108,192,65,18
"2023","......6204 Steg-Hohtenn",1676,305,558,291,336,140,46
"2023","......6205 Bettmeralp",468,88,148,78,128,20,6
"2023",">> District de Saint-Maurice",14337,2347,4000,2616,3304,1425,645
"2023","......6211 Collonges",854,183,232,120,208,85,26
"2023","......6212 Dorénaz",1090,163,286,225,264,110,42
"2023","......6213 Evionnaz",1415,264,386,261,304,165,35
"2023","......6214 Finhaut",356,67,128,45,56,35,25
"2023","......6215 Massongex",2026,279,594,351,500,185,117
"2023","......6217 Saint-Maurice",4409,687,1118,843,1028,465,268
"2023","......6218 Salvan",1475,283,496,252,288,130,26
"2023","......6219 Vernayaz",1836,312,506,369,400,175,74
"2023","......6220 Vérossaz",876,109,254,150,256,75,32
"2023",">> District de Sierre",50019,9488,14792,9417,10572,4250,1500
"2023","......6232 Chalais",3869,653,1102,690,936,385,103
"2023","......6235 Chippis",1565,236,404,351,360,170,44
"2023","......6238 Grône",2520,375,704,507,612,260,62
"2023","......6239 Icogne",629,107,194,132,136,30,30
"2023","......6240 Lens",4354,890,1428,774,824,350,88
"2023","......6246 Saint-Léonard",2582,340,730,546,708,220,38
"2023","......6248 Sierre",17329,3462,4918,3330,3520,1425,674
"2023","......6252 Anniviers",2747,594,888,456,512,210,87
"2023","......6253 Crans-Montana",9801,2181,3142,1764,1836,655,223
"2023","......6254 Noble-Contrée",4623,650,1282,867,1128,545,151
"2023",">> District de Sion",49733,9639,13914,8997,10660,4480,2043
"2023","......6261 Arbaz",1438,214,478,249,352,80,65
"2023","......6263 Grimisuat",3860,467,1008,687,1052,460,186
"2023","......6265 Savièse",8111,1355,2410,1521,1892,730,203
"2023","......6266 Sion",35712,7474,9812,6465,7220,3165,1576
"2023","......6267 Veysonnaz",612,129,206,75,144,45,13
"2023",">> Bezirk Visp",29180,5383,8750,5076,6700,2365,906
"2023","......6281 Baltschieder",1358,131,360,231,424,180,32
"2023","......6282 Eisten",185,42,72,48,12,5,6
"2023","......6283 Embd",274,28,104,42,80,20,0
"2023","......6285 Grächen",1281,253,418,249,264,85,12
"2023","......6286 Lalden",724,85,240,132,156,65,46
"2023","......6287 Randa",457,84,132,87,108,40,6
"2023","......6288 Saas-Almagell",377,65,100,72,88,30,22
"2023","......6289 Saas-Balen",355,66,134,51,88,10,6
"2023","......6290 Saas-Fee",1567,371,450,282,324,120,20
"2023","......6291 Saas-Grund",1051,183,300,204,292,40,32
"2023","......6292 St. Niklaus",2224,284,716,318,616,210,80
"2023","......6293 Stalden (VS)",1083,173,372,162,292,35,49
"2023","......6294 Staldenried",528,74,164,126,112,40,12
"2023","......6295 Täsch",1358,201,364,345,308,120,20
"2023","......6296 Törbel",480,63,162,81,132,35,7
"2023","......6297 Visp",8308,1488,2436,1407,1792,835,350
"2023","......6298 Visperterminen",1293,199,376,177,392,125,24
"2023","......6299 Zeneggen",315,42,84,63,64,30,32
"2023","......6300 Zermatt",5962,1551,1766,999,1156,340,150
"2023","- Neuchâtel",175269,35401,49828,31617,38760,14115,5548
"2023",">> Canton de Neuchâtel",175269,35401,49828,31617,38760,14115,5548
"2023","......6404 Boudry",6159,1080,1654,1263,1416,490,256
"2023","......6408 Cortaillod",4747,889,1294,867,1296,295,106
"2023","......6413 Rochefort",1312,187,434,246,272,130,43
"2023","......6416 Milvignes",9203,1545,2734,1698,2204,795,227
"2023","......6417 La Grande Béroche",8971,1483,2724,1701,2152,670,241
"2023","......6421 La Chaux-de-Fonds",36558,8443,10018,6714,7244,2955,1184
"2023","......6422 Les Planchettes",198,25,74,33,20,40,6
"2023","......6423 La Sagne",1059,169,314,165,232,140,39
"2023","......6432 La Brévine",605,118,198,81,120,70,18
"2023","......6433 Brot-Plamboz",294,23,80,39,104,30,18
"2023","......6434 Le Cerneux-Péquignot",307,31,92,33,80,65,6
"2023","......6435 La Chaux-du-Milieu",492,49,140,78,108,85,32
"2023","......6436 Le Locle",10654,2317,3046,1854,2228,855,354
"2023","......6437 Les Ponts-de-Martel",1212,199,376,219,268,125,25
"2023","......6451 Cornaux",1636,246,510,312,372,145,51
"2023","......6452 Cressier (NE)",1893,252,552,417,516,125,31
"2023","......6453 Enges",268,33,74,69,60,20,12
"2023","......6454 Hauterive (NE)",2637,541,808,465,572,200,51
"2023","......6455 Le Landeron",4606,875,1328,849,1064,365,125
"2023","......6456 Lignières",1026,144,270,186,264,130,32
"2023","......6458 Neuchâtel",43907,10366,12594,7827,8784,3005,1331
"2023","......6459 Saint-Blaise",3196,571,936,576,764,230,119
"2023","......6461 La Tène",5461,736,1474,945,1552,555,199
"2023","......6487 Val-de-Ruz",17318,2577,4642,3189,4700,1660,550
"2023","......6504 La Côte-aux-Fées",473,88,138,48,84,75,40
"2023","......6511 Les Verrières",637,149,186,90,116,60,36
"2023","......6512 Val-de-Travers",10440,2265,3138,1653,2168,800,416
"2023","- Genève",494869,81565,113286,99249,111164,51380,38225
"2023",">> Canton de Genève",494869,81565,113286,99249,111164,51380,38225
"2023","......6601 Aire-la-Ville",1155,87,234,243,376,125,90
"2023","......6602 Anières",2308,186,472,432,640,275,303
"2023","......6603 Avully",1746,179,402,372,396,205,192
"2023","......6604 Avusy",1394,88,308,267,408,215,108
"2023","......6605 Bardonnex",2524,261,594,525,596,305,243
"2023","......6606 Bellevue",3886,422,716,813,1032,495,408
"2023","......6607 Bernex",10432,1203,2422,2133,2788,1070,816
"2023","......6608 Carouge (GE)",21050,3905,5078,4329,4528,1840,1370
